query_text,item_description,label
water bottle,lightweight mesh water bottle with LED dimmer,1
water bottle,lightweight leather laptop stand with shock absorption,0
phone case,black plastic phone case with arch support,1
phone case,green plastic desk lamp with USB-C charging,0
desk lamp,green plastic desk lamp with USB-C charging,1
desk lamp,blue silicone water bottle with spill-proof lid,0
laptop stand,ergonomic stainless steel laptop stand with non-slip grip,1
laptop stand,wireless stainless steel desk lamp with USB-C charging,0
running shoes,foldable ceramic running shoes with adjustable height,1
running shoes,portable bamboo desk lamp with double-wall insulation,0
bluetooth speaker,compact ceramic bluetooth speaker with magnetic closure,1
bluetooth speaker,portable leather coffee mug with LED dimmer,0
running shoes,foldable ceramic running shoes with adjustable height,1
running shoes,blue silicone wireless headphones with USB-C charging,0
hiking boots,white silicone hiking boots with foldable design,1
hiking boots,insulated stainless steel yoga mat with magnetic closure,0
coffee mug,lightweight aluminum coffee mug with adjustable height,1
coffee mug,white leather bluetooth speaker with LED dimmer,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,ergonomic mesh bluetooth speaker with noise cancelling,0
desk lamp,blue bamboo desk lamp with noise cancelling,1
desk lamp,lightweight aluminum coffee mug with adjustable height,0
running shoes,sleek aluminum running shoes with noise cancelling,1
running shoes,sleek mesh bluetooth speaker with adjustable height,0
water bottle,foldable mesh water bottle with quick-dry lining,1
water bottle,blue bamboo desk lamp with noise cancelling,0
wireless headphones,compact mesh wireless headphones with shock absorption,1
wireless headphones,sleek aluminum water bottle with non-slip grip,0
water bottle,red ceramic water bottle with USB-C charging,1
water bottle,white bamboo desk lamp with USB-C charging,0
hiking boots,blue bamboo hiking boots with foldable design,1
hiking boots,portable stainless steel phone case with shock absorption,0
water bottle,red ceramic water bottle with USB-C charging,1
water bottle,red ceramic yoga mat with non-slip grip,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,green plastic coffee mug with LED dimmer,0
coffee mug,red bamboo coffee mug with non-slip grip,1
coffee mug,compact plastic laptop stand with double-wall insulation,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,lightweight leather water bottle with noise cancelling,0
bluetooth speaker,blue leather bluetooth speaker with magnetic closure,1
bluetooth speaker,ergonomic aluminum laptop stand with spill-proof lid,0
hiking boots,blue bamboo hiking boots with LED dimmer,1
hiking boots,white silicone desk lamp with noise cancelling,0
water bottle,green ceramic water bottle with magnetic closure,1
water bottle,ergonomic silicone bluetooth speaker with foldable design,0
phone case,green aluminum phone case with arch support,1
phone case,portable mesh running shoes with quick-dry lining,0
phone case,red leather phone case with non-slip grip,1
phone case,blue silicone wireless headphones with USB-C charging,0
laptop stand,white mesh laptop stand with adjustable height,1
laptop stand,portable mesh coffee mug with LED dimmer,0
coffee mug,ergonomic silicone coffee mug with shock absorption,1
coffee mug,green stainless steel wireless headphones with non-slip grip,0
water bottle,ergonomic silicone water bottle with non-slip grip,1
water bottle,black aluminum desk lamp with non-slip grip,0
yoga mat,compact leather yoga mat with foldable design,1
yoga mat,foldable aluminum laptop stand with magnetic closure,0
running shoes,wireless ceramic running shoes with noise cancelling,1
running shoes,foldable plastic yoga mat with noise cancelling,0
phone case,sleek aluminum phone case with shock absorption,1
phone case,red aluminum hiking boots with foldable design,0
phone case,ergonomic aluminum phone case with USB-C charging,1
phone case,white mesh running shoes with spill-proof lid,0
coffee mug,ergonomic silicone coffee mug with LED dimmer,1
coffee mug,compact leather wireless headphones with shock absorption,0
water bottle,sleek plastic water bottle with non-slip grip,1
water bottle,insulated ceramic bluetooth speaker with double-wall insulation,0
hiking boots,wireless plastic hiking boots with foldable design,1
hiking boots,compact ceramic coffee mug with USB-C charging,0
bluetooth speaker,wireless aluminum bluetooth speaker with non-slip grip,1
bluetooth speaker,sleek leather water bottle with magnetic closure,0
coffee mug,portable mesh coffee mug with LED dimmer,1
coffee mug,lightweight silicone hiking boots with foldable design,0
running shoes,blue plastic running shoes with adjustable height,1
running shoes,ergonomic aluminum laptop stand with spill-proof lid,0
yoga mat,compact leather yoga mat with foldable design,1
yoga mat,black aluminum water bottle with shock absorption,0
phone case,sleek aluminum phone case with shock absorption,1
phone case,wireless silicone running shoes with adjustable height,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,ergonomic silicone coffee mug with shock absorption,0
hiking boots,compact stainless steel hiking boots with magnetic closure,1
hiking boots,insulated leather phone case with spill-proof lid,0
hiking boots,lightweight silicone hiking boots with foldable design,1
hiking boots,ergonomic leather bluetooth speaker with adjustable height,0
water bottle,green bamboo water bottle with spill-proof lid,1
water bottle,white mesh phone case with LED dimmer,0
yoga mat,foldable plastic yoga mat with noise cancelling,1
yoga mat,green ceramic coffee mug with double-wall insulation,0
laptop stand,lightweight leather laptop stand with shock absorption,1
laptop stand,compact plastic running shoes with shock absorption,0
phone case,green leather phone case with LED dimmer,1
phone case,ergonomic silicone coffee mug with LED dimmer,0
bluetooth speaker,black mesh bluetooth speaker with non-slip grip,1
bluetooth speaker,insulated silicone laptop stand with adjustable height,0
hiking boots,lightweight silicone hiking boots with foldable design,1
hiking boots,black bamboo coffee mug with arch support,0
desk lamp,white silicone desk lamp with noise cancelling,1
desk lamp,ergonomic leather bluetooth speaker with adjustable height,0
bluetooth speaker,black silicone bluetooth speaker with arch support,1
bluetooth speaker,portable mesh yoga mat with non-slip grip,0
water bottle,lightweight leather water bottle with noise cancelling,1
water bottle,compact stainless steel hiking boots with magnetic closure,0
laptop stand,black aluminum laptop stand with shock absorption,1
laptop stand,sleek aluminum running shoes with double-wall insulation,0
coffee mug,red plastic coffee mug with magnetic closure,1
coffee mug,portable bamboo desk lamp with double-wall insulation,0
bluetooth speaker,insulated stainless steel bluetooth speaker with foldable design,1
bluetooth speaker,ergonomic leather running shoes with magnetic closure,0
phone case,black bamboo phone case with magnetic closure,1
phone case,compact stainless steel hiking boots with magnetic closure,0
phone case,red leather phone case with non-slip grip,1
phone case,foldable aluminum hiking boots with foldable design,0
running shoes,black silicone running shoes with LED dimmer,1
running shoes,portable plastic bluetooth speaker with magnetic closure,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,green leather phone case with LED dimmer,0
laptop stand,insulated silicone laptop stand with noise cancelling,1
laptop stand,white mesh phone case with LED dimmer,0
hiking boots,blue mesh hiking boots with noise cancelling,1
hiking boots,black silicone yoga mat with magnetic closure,0
water bottle,wireless stainless steel water bottle with USB-C charging,1
water bottle,wireless ceramic running shoes with noise cancelling,0
bluetooth speaker,foldable plastic bluetooth speaker with USB-C charging,1
bluetooth speaker,lightweight leather water bottle with noise cancelling,0
laptop stand,red silicone laptop stand with double-wall insulation,1
laptop stand,white leather bluetooth speaker with LED dimmer,0
bluetooth speaker,black leather bluetooth speaker with double-wall insulation,1
bluetooth speaker,sleek aluminum desk lamp with shock absorption,0
desk lamp,blue bamboo desk lamp with noise cancelling,1
desk lamp,sleek plastic water bottle with non-slip grip,0
water bottle,sleek plastic water bottle with non-slip grip,1
water bottle,white bamboo desk lamp with USB-C charging,0
coffee mug,ergonomic silicone coffee mug with LED dimmer,1
coffee mug,insulated leather desk lamp with adjustable height,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,portable bamboo hiking boots with foldable design,0
bluetooth speaker,blue mesh bluetooth speaker with magnetic closure,1
bluetooth speaker,ergonomic leather running shoes with magnetic closure,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,foldable ceramic yoga mat with double-wall insulation,0
desk lamp,black aluminum desk lamp with non-slip grip,1
desk lamp,sleek aluminum running shoes with double-wall insulation,0
yoga mat,sleek bamboo yoga mat with noise cancelling,1
yoga mat,wireless mesh running shoes with LED dimmer,0
running shoes,compact plastic running shoes with shock absorption,1
running shoes,ergonomic stainless steel laptop stand with non-slip grip,0
laptop stand,green plastic laptop stand with noise cancelling,1
laptop stand,lightweight mesh water bottle with LED dimmer,0
wireless headphones,wireless leather wireless headphones with spill-proof lid,1
wireless headphones,sleek leather water bottle with magnetic closure,0
hiking boots,blue mesh hiking boots with noise cancelling,1
hiking boots,ergonomic leather bluetooth speaker with quick-dry lining,0
water bottle,black aluminum water bottle with shock absorption,1
water bottle,red ceramic hiking boots with non-slip grip,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,wireless plastic hiking boots with non-slip grip,0
phone case,blue ceramic phone case with adjustable height,1
phone case,blue silicone wireless headphones with double-wall insulation,0
phone case,blue leather phone case with USB-C charging,1
phone case,sleek mesh yoga mat with LED dimmer,0
yoga mat,lightweight ceramic yoga mat with noise cancelling,1
yoga mat,green aluminum hiking boots with USB-C charging,0
hiking boots,compact stainless steel hiking boots with magnetic closure,1
hiking boots,wireless leather desk lamp with USB-C charging,0
running shoes,white silicone running shoes with foldable design,1
running shoes,insulated ceramic water bottle with shock absorption,0
phone case,green leather phone case with LED dimmer,1
phone case,portable plastic bluetooth speaker with magnetic closure,0
yoga mat,sleek aluminum yoga mat with adjustable height,1
yoga mat,compact ceramic running shoes with magnetic closure,0
bluetooth speaker,blue mesh bluetooth speaker with magnetic closure,1
bluetooth speaker,blue aluminum wireless headphones with LED dimmer,0
bluetooth speaker,black silicone bluetooth speaker with arch support,1
bluetooth speaker,foldable mesh water bottle with non-slip grip,0
hiking boots,green aluminum hiking boots with USB-C charging,1
hiking boots,compact ceramic bluetooth speaker with magnetic closure,0
laptop stand,insulated stainless steel laptop stand with arch support,1
laptop stand,portable mesh yoga mat with non-slip grip,0
laptop stand,insulated stainless steel laptop stand with arch support,1
laptop stand,black leather bluetooth speaker with double-wall insulation,0
phone case,green silicone phone case with USB-C charging,1
phone case,ergonomic silicone water bottle with non-slip grip,0
hiking boots,red bamboo hiking boots with arch support,1
hiking boots,black plastic laptop stand with adjustable height,0
wireless headphones,red bamboo wireless headphones with adjustable height,1
wireless headphones,sleek aluminum water bottle with non-slip grip,0
water bottle,sleek leather water bottle with magnetic closure,1
water bottle,blue aluminum coffee mug with arch support,0
wireless headphones,sleek silicone wireless headphones with spill-proof lid,1
wireless headphones,black bamboo coffee mug with noise cancelling,0
coffee mug,ergonomic silicone coffee mug with LED dimmer,1
coffee mug,white mesh running shoes with spill-proof lid,0
running shoes,ergonomic leather running shoes with magnetic closure,1
running shoes,insulated leather desk lamp with adjustable height,0
running shoes,wireless silicone running shoes with adjustable height,1
running shoes,blue bamboo hiking boots with LED dimmer,0
water bottle,portable aluminum water bottle with spill-proof lid,1
water bottle,red plastic coffee mug with magnetic closure,0
coffee mug,portable mesh coffee mug with LED dimmer,1
coffee mug,insulated stainless steel laptop stand with arch support,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,blue silicone wireless headphones with USB-C charging,0
running shoes,ergonomic leather running shoes with magnetic closure,1
running shoes,black stainless steel desk lamp with LED dimmer,0
wireless headphones,portable stainless steel wireless headphones with shock absorption,1
wireless headphones,green aluminum hiking boots with USB-C charging,0
hiking boots,foldable aluminum hiking boots with foldable design,1
hiking boots,red bamboo coffee mug with non-slip grip,0
hiking boots,green aluminum hiking boots with USB-C charging,1
hiking boots,white mesh running shoes with spill-proof lid,0
yoga mat,portable mesh yoga mat with non-slip grip,1
yoga mat,black silicone wireless headphones with magnetic closure,0
wireless headphones,ergonomic plastic wireless headphones with LED dimmer,1
wireless headphones,black silicone bluetooth speaker with arch support,0
phone case,red stainless steel phone case with quick-dry lining,1
phone case,green ceramic coffee mug with double-wall insulation,0
coffee mug,ergonomic silicone coffee mug with LED dimmer,1
coffee mug,blue bamboo hiking boots with foldable design,0
hiking boots,red aluminum hiking boots with foldable design,1
hiking boots,foldable stainless steel laptop stand with shock absorption,0
wireless headphones,white leather wireless headphones with USB-C charging,1
wireless headphones,red bamboo hiking boots with arch support,0
wireless headphones,red bamboo wireless headphones with adjustable height,1
wireless headphones,black aluminum laptop stand with shock absorption,0
phone case,red stainless steel phone case with quick-dry lining,1
phone case,blue silicone hiking boots with LED dimmer,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,blue silicone wireless headphones with double-wall insulation,0
coffee mug,green plastic coffee mug with LED dimmer,1
coffee mug,sleek bamboo yoga mat with noise cancelling,0
coffee mug,lightweight leather coffee mug with foldable design,1
coffee mug,blue ceramic phone case with adjustable height,0
running shoes,sleek aluminum running shoes with double-wall insulation,1
running shoes,compact leather wireless headphones with shock absorption,0
running shoes,white leather running shoes with magnetic closure,1
running shoes,lightweight aluminum laptop stand with magnetic closure,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,white silicone hiking boots with foldable design,0
hiking boots,blue bamboo hiking boots with foldable design,1
hiking boots,black silicone yoga mat with magnetic closure,0
running shoes,ergonomic leather running shoes with magnetic closure,1
running shoes,lightweight aluminum coffee mug with adjustable height,0
bluetooth speaker,ergonomic leather bluetooth speaker with adjustable height,1
bluetooth speaker,green aluminum hiking boots with USB-C charging,0
desk lamp,foldable ceramic desk lamp with double-wall insulation,1
desk lamp,blue mesh hiking boots with noise cancelling,0
hiking boots,foldable ceramic hiking boots with non-slip grip,1
hiking boots,compact plastic laptop stand with double-wall insulation,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,black silicone yoga mat with magnetic closure,0
phone case,portable stainless steel phone case with shock absorption,1
phone case,compact leather yoga mat with foldable design,0
bluetooth speaker,blue leather bluetooth speaker with magnetic closure,1
bluetooth speaker,black plastic laptop stand with adjustable height,0
bluetooth speaker,green silicone bluetooth speaker with USB-C charging,1
bluetooth speaker,wireless ceramic phone case with foldable design,0
wireless headphones,red bamboo wireless headphones with adjustable height,1
wireless headphones,lightweight ceramic yoga mat with noise cancelling,0
water bottle,portable silicone water bottle with magnetic closure,1
water bottle,black silicone yoga mat with magnetic closure,0
desk lamp,black aluminum desk lamp with non-slip grip,1
desk lamp,portable leather coffee mug with LED dimmer,0
phone case,foldable leather phone case with shock absorption,1
phone case,compact bamboo desk lamp with shock absorption,0
running shoes,portable mesh running shoes with quick-dry lining,1
running shoes,ergonomic plastic wireless headphones with LED dimmer,0
yoga mat,compact silicone yoga mat with LED dimmer,1
yoga mat,lightweight leather water bottle with noise cancelling,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,red mesh desk lamp with quick-dry lining,0
running shoes,white leather running shoes with magnetic closure,1
running shoes,foldable ceramic bluetooth speaker with LED dimmer,0
laptop stand,black mesh laptop stand with spill-proof lid,1
laptop stand,blue aluminum wireless headphones with non-slip grip,0
wireless headphones,ergonomic plastic wireless headphones with LED dimmer,1
wireless headphones,lightweight mesh water bottle with LED dimmer,0
running shoes,wireless silicone running shoes with adjustable height,1
running shoes,wireless silicone water bottle with non-slip grip,0
water bottle,insulated ceramic water bottle with shock absorption,1
water bottle,green plastic laptop stand with noise cancelling,0
wireless headphones,blue aluminum wireless headphones with LED dimmer,1
wireless headphones,sleek bamboo yoga mat with noise cancelling,0
coffee mug,ergonomic plastic coffee mug with foldable design,1
coffee mug,black mesh wireless headphones with quick-dry lining,0
running shoes,ergonomic leather running shoes with magnetic closure,1
running shoes,green leather phone case with LED dimmer,0
yoga mat,white mesh yoga mat with shock absorption,1
yoga mat,sleek aluminum water bottle with non-slip grip,0
wireless headphones,blue silicone wireless headphones with USB-C charging,1
wireless headphones,black silicone running shoes with LED dimmer,0
desk lamp,black aluminum desk lamp with non-slip grip,1
desk lamp,compact leather yoga mat with foldable design,0
coffee mug,ergonomic silicone coffee mug with shock absorption,1
coffee mug,foldable ceramic desk lamp with double-wall insulation,0
yoga mat,foldable ceramic yoga mat with double-wall insulation,1
yoga mat,portable mesh running shoes with quick-dry lining,0
running shoes,ergonomic leather running shoes with magnetic closure,1
running shoes,wireless silicone water bottle with non-slip grip,0
laptop stand,black mesh laptop stand with spill-proof lid,1
laptop stand,wireless silicone running shoes with adjustable height,0
desk lamp,portable bamboo desk lamp with double-wall insulation,1
desk lamp,sleek mesh yoga mat with LED dimmer,0
yoga mat,insulated stainless steel yoga mat with magnetic closure,1
yoga mat,foldable leather bluetooth speaker with adjustable height,0
running shoes,wireless mesh running shoes with LED dimmer,1
running shoes,black bamboo coffee mug with arch support,0
laptop stand,ergonomic stainless steel laptop stand with non-slip grip,1
laptop stand,wireless plastic hiking boots with foldable design,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,wireless mesh hiking boots with USB-C charging,0
water bottle,ergonomic silicone water bottle with non-slip grip,1
water bottle,white mesh yoga mat with shock absorption,0
bluetooth speaker,wireless aluminum bluetooth speaker with non-slip grip,1
bluetooth speaker,foldable aluminum laptop stand with magnetic closure,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,white silicone desk lamp with noise cancelling,0
desk lamp,red mesh desk lamp with quick-dry lining,1
desk lamp,blue aluminum wireless headphones with LED dimmer,0
desk lamp,wireless stainless steel desk lamp with USB-C charging,1
desk lamp,compact silicone yoga mat with LED dimmer,0
water bottle,sleek leather water bottle with magnetic closure,1
water bottle,wireless leather wireless headphones with spill-proof lid,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,sleek aluminum running shoes with noise cancelling,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,compact plastic running shoes with shock absorption,0
desk lamp,insulated leather desk lamp with adjustable height,1
desk lamp,black bamboo coffee mug with arch support,0
phone case,black bamboo phone case with foldable design,1
phone case,blue silicone wireless headphones with USB-C charging,0
coffee mug,lightweight leather coffee mug with foldable design,1
coffee mug,ergonomic mesh bluetooth speaker with noise cancelling,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,black plastic laptop stand with adjustable height,0
water bottle,wireless stainless steel water bottle with USB-C charging,1
water bottle,green ceramic coffee mug with double-wall insulation,0
wireless headphones,black silicone wireless headphones with magnetic closure,1
wireless headphones,blue mesh hiking boots with noise cancelling,0
running shoes,white leather running shoes with magnetic closure,1
running shoes,red silicone laptop stand with double-wall insulation,0
yoga mat,compact silicone yoga mat with LED dimmer,1
yoga mat,white mesh laptop stand with adjustable height,0
wireless headphones,black mesh wireless headphones with quick-dry lining,1
wireless headphones,wireless mesh phone case with LED dimmer,0
phone case,wireless silicone phone case with USB-C charging,1
phone case,white plastic coffee mug with quick-dry lining,0
phone case,insulated leather phone case with spill-proof lid,1
phone case,sleek aluminum running shoes with double-wall insulation,0
running shoes,wireless silicone running shoes with adjustable height,1
running shoes,ergonomic mesh wireless headphones with adjustable height,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,red bamboo coffee mug with non-slip grip,0
yoga mat,red ceramic yoga mat with non-slip grip,1
yoga mat,red bamboo hiking boots with arch support,0
hiking boots,wireless mesh hiking boots with USB-C charging,1
hiking boots,black plastic laptop stand with adjustable height,0
bluetooth speaker,wireless aluminum bluetooth speaker with non-slip grip,1
bluetooth speaker,compact leather yoga mat with foldable design,0
bluetooth speaker,ergonomic mesh bluetooth speaker with noise cancelling,1
bluetooth speaker,red aluminum running shoes with USB-C charging,0
wireless headphones,red bamboo wireless headphones with adjustable height,1
wireless headphones,portable mesh coffee mug with LED dimmer,0
laptop stand,lightweight aluminum laptop stand with magnetic closure,1
laptop stand,foldable silicone water bottle with adjustable height,0
water bottle,foldable mesh water bottle with foldable design,1
water bottle,black bamboo coffee mug with arch support,0
running shoes,white leather running shoes with magnetic closure,1
running shoes,wireless stainless steel desk lamp with USB-C charging,0
phone case,black bamboo phone case with foldable design,1
phone case,black silicone running shoes with LED dimmer,0
running shoes,white mesh running shoes with spill-proof lid,1
running shoes,lightweight ceramic yoga mat with noise cancelling,0
desk lamp,compact bamboo desk lamp with shock absorption,1
desk lamp,black bamboo coffee mug with arch support,0
running shoes,blue plastic running shoes with adjustable height,1
running shoes,portable leather coffee mug with LED dimmer,0
hiking boots,wireless plastic hiking boots with non-slip grip,1
hiking boots,lightweight ceramic yoga mat with noise cancelling,0
bluetooth speaker,foldable ceramic bluetooth speaker with LED dimmer,1
bluetooth speaker,lightweight plastic laptop stand with shock absorption,0
hiking boots,red bamboo hiking boots with arch support,1
hiking boots,wireless ceramic phone case with foldable design,0
wireless headphones,ergonomic plastic wireless headphones with LED dimmer,1
wireless headphones,ergonomic mesh bluetooth speaker with noise cancelling,0
phone case,portable stainless steel phone case with shock absorption,1
phone case,portable silicone water bottle with magnetic closure,0
phone case,red stainless steel phone case with quick-dry lining,1
phone case,white plastic coffee mug with magnetic closure,0
desk lamp,wireless leather desk lamp with USB-C charging,1
desk lamp,insulated stainless steel yoga mat with magnetic closure,0
hiking boots,blue silicone hiking boots with LED dimmer,1
hiking boots,sleek mesh bluetooth speaker with adjustable height,0
bluetooth speaker,sleek mesh bluetooth speaker with quick-dry lining,1
bluetooth speaker,black bamboo coffee mug with noise cancelling,0
running shoes,white leather running shoes with magnetic closure,1
running shoes,black stainless steel desk lamp with LED dimmer,0
laptop stand,black mesh laptop stand with spill-proof lid,1
laptop stand,ergonomic silicone coffee mug with shock absorption,0
water bottle,sleek plastic water bottle with non-slip grip,1
water bottle,wireless aluminum phone case with LED dimmer,0
running shoes,portable plastic running shoes with spill-proof lid,1
running shoes,red mesh desk lamp with quick-dry lining,0
desk lamp,portable plastic desk lamp with double-wall insulation,1
desk lamp,sleek bamboo yoga mat with noise cancelling,0
phone case,wireless ceramic phone case with foldable design,1
phone case,portable mesh yoga mat with non-slip grip,0
coffee mug,ergonomic silicone coffee mug with LED dimmer,1
coffee mug,white mesh running shoes with spill-proof lid,0
hiking boots,white leather hiking boots with USB-C charging,1
hiking boots,foldable mesh water bottle with non-slip grip,0
yoga mat,sleek aluminum yoga mat with adjustable height,1
yoga mat,green stainless steel wireless headphones with non-slip grip,0
hiking boots,blue silicone hiking boots with LED dimmer,1
hiking boots,black plastic phone case with arch support,0
bluetooth speaker,sleek mesh bluetooth speaker with adjustable height,1
bluetooth speaker,black silicone wireless headphones with magnetic closure,0
laptop stand,foldable stainless steel laptop stand with shock absorption,1
laptop stand,sleek aluminum running shoes with noise cancelling,0
